Marca temporal,1. Edad en años,2. Género,3. Etnia,4. Institución educativa,5. Área de residencia,6. ¿Cuenta con acceso a internet en casa?,7. ¿En qué año escolar estás actualmente?,8. ¿Qué idiomas hablas? (Selecciona todos los que apliquen),9. ¿Cuál es el nivel educativo más alto que han alcanzado tus padres o tutores? puede ser cualquiera de ellos,10. ¿En qué área de trabajo están involucrados tus padres o tutores?,11. ¿Cuál es el ingreso familiar mensual aproximado?,12. ¿Cuáles de las siguientes actividades te interesan? (Selecciona todas las que apliquen),"13. ¿Sientes la suficiente confianza al resolver ejercicios de matemáticas, razonamiento o lógica en general?",14. ¿Crees que las habilidades artísticas o las habilidades blandas pueden generar influencia en el aprendizaje en carreras de ciencias o tecnología?,15. ¿Crees tener el conocimiento para poder seguir una carrera que involucre la ciencia y la matemática?,16. ¿Cuáles de las siguientes actividades te gusta realizar?,17. ¿Qué asignaturas disfrutas más en el colegio?,18. ¿Cuál de las siguientes carreras te parece más atractiva?,19. ¿Quién influye más en tu decisión sobre qué estudiar en el futuro?,20. ¿Tus maestros te han animado a explorar temas relacionados con la ciencia o la tecnología?,21. ¿Qué opinan tus amigos sobre el estudio de disciplinas relacionadas con la tecnología o la ciencia?,22. ¿Qué tanto apoyo recibes de tu familia para estudiar temas relacionados con las matemáticas o la ciencia?,23. ¿Qué obstáculos sientes que podrías enfrentar al seguir una carrera STEAM?,24. ¿Qué sectores te interesan más para trabajar en el futuro?,25. ¿Qué tan optimista te sientes sobre tu futuro en una carrera que involucre tecnología o ciencia?,26. ¿Crees que tu carrera te brindará estabilidad económica?,27. ¿Qué esperas lograr con tu carrera en términos de impacto social o tecnológico?,28. ¿Crees que las innovaciones tecnológicas y la ciencia están mejorando la calidad de vida de las personas?,29. ¿Qué área consideras más importante para que avance tecnológicamente?,"30. ¿Cuál es la probabilidad de que selecciones una carrera relacionada con Ciencia, Tecnología, Ingeniería, Arte o Matemáticas (STEAM)?",31. ¿Qué tan informado/a te sientes sobre las diferentes opciones de carrera STEAM?
6/02/2026 8:44:12,17,Masculino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Sector público,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos.",3,3,1,Resolver problemas usando herramientas y software tecnológico.,"Física, Química, Tecnología, Lengua y literatura",Desarrollador/a de software,Nadie en particular,3,Neutro,4,Falta de recursos educativos,proteccion,3,5,Mejorar la calidad de vida de las personas,5,Energía,4,2
6/02/2026 8:44:21,18,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Postgrado,Negocio propio,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción.",5,4,4,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Analizar datos y realizar interpretaciones estadísticas.","Biología, Física, Química, Lengua y literatura",Investigador/a científico/a,Familia,4,Positivo,5,Dificultad en las materias,Salud,5,5,Mejorar la calidad de vida de las personas,4,Educación,3,3
6/02/2026 8:44:39,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Negocio propio,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,3,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Analizar datos y realizar interpretaciones estadísticas.","Biología, Arte, Lengua y literatura, EDUCACION FISICA ,  ",Desarrollador/a de software,YO Y MIS PADRES,4,Muy positivo,4,"Dificultad en las materias, Falta de motivación",Medio ambiente,3,4,Contribuir a la sostenibilidad,5,Medio ambiente,3,3
6/02/2026 8:44:44,18,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Bachillerato,Sector privado,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles.",2,2,1,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos.","Biología, Tecnología, Lengua y literatura, educación física","gastronomía, educación física",Nadie en particular,3,Positivo,3,"Dificultad en las materias, Falta de motivación",gastronómico,2,4,Innovar y crear nuevas tecnologías,4,Educación,1,1
6/02/2026 8:45:04,17,Masculino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,"Español, Inglés",Postgrado,Sector público,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Me gusta jugar ajedrez., Encuentro fascinantes los misterios sin resolver.",3,4,4,"Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Física, Química, Tecnología, Lengua y literatura",marina ,Familia,4,Muy positivo,4,"Falta de recursos educativos, Falta de apoyo familiar",marina,4,4,Mejorar la calidad de vida de las personas,4,Salud,4,4
6/02/2026 8:45:09,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,Sector público,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Disfruto explorando y aprendiendo sobre seres vivos., Disfruto explorando temas de ciencia ficción.",3,3,4,Aprender sobre nuevos descubrimientos científicos.,"Biología, Química, Ciencias Sociales",ingeniería química ,Familia,4,Neutro,5,Dificultad en las materias,cosméticos ,5,5,Desarrollar nuevas ideas artísticas,5,Salud,4,3
6/02/2026 8:45:15,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Postgrado,Sector público,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinantes los misterios sin resolver., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,3,2,"Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Analizar datos y realizar interpretaciones estadísticas.","Biología, Física, Tecnología, Arte, Ciencias Sociales",Artista digital,Familia,4,Neutro,2,"Falta de recursos educativos, Dificultad en las materias",Arte,4,5,Desarrollar nuevas ideas artísticas,5,Educación,4,3
6/02/2026 8:46:31,16,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Sector público,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinantes los misterios sin resolver.",2,3,3,Resolver problemas usando herramientas y software tecnológico.,"Biología, Física, Química, Tecnología",psicología ,Familia,4,Neutro,5,ninguno posiblemente el no encontrar la carrera q quiero como lo es psicologia ,Salud,3,4,Mejorar la calidad de vida de las personas,4,Salud,2,3
6/02/2026 8:48:01,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Sector público,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,5,1,"Aprender sobre nuevos descubrimientos científicos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Biología, Arte, Ciencias Sociales",Artista digital,Amigos,2,Positivo,4,Falta de motivación,Arte,2,3,No estoy seguro(a),4,Educación,4,3
6/02/2026 8:55:01,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,Sector público,$1001 - $2000,Disfruto explorando y aprendiendo sobre seres vivos.,4,4,3,Aprender sobre nuevos descubrimientos científicos.,Biología,Medicina,Nadie en particular,4,Neutro,5,Falta de recursos educativos,Salud,4,5,Mejorar la calidad de vida de las personas,4,Medio ambiente,3,4
6/02/2026 8:55:46,17,Masculino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,Español,Universidad,Negocio propio,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Disfruto explorando y aprendiendo sobre seres vivos., Me gusta jugar ajedrez., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,2,"Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Física, Tecnología, Arte",Desarrollador/a de software,Nadie en particular,4,Neutro,3,"Dificultad en las materias, Falta de motivación",Tecnología,5,4,Innovar y crear nuevas tecnologías,5,Educación,2,4
6/02/2026 8:56:41,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Sector público,$501 - $1000,Disfruto explorando y aprendiendo sobre seres vivos.,3,1,3,Aprender sobre nuevos descubrimientos científicos.,Biología,Ingeniero/a civil,Nadie en particular,2,Neutro,1,"Dificultad en las materias, Falta de motivación",Salud,4,4,Contribuir a la sostenibilidad,5,Salud,3,2
6/02/2026 8:56:50,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Bachillerato,Negocio propio,$2000 - $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Encuentro fascinante la ingeniería y el diseño de soluciones.",4,4,4,"Analizar datos para encontrar patrones y conclusiones., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Lengua y literatura",Ingeniero/a civil,Nadie en particular,3,Neutro,4,"Dificultad en las materias, Falta de motivación",Construccion,2,4,Contribuir a la sostenibilidad,3,Tecnologia como Inteligencia Artificial,4,2
6/02/2026 8:56:53,16,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Negocio propio,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales.",5,3,4,"Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química",Medico,Familia,1,Negativo,3,no me gusta,Salud,3,5,Mejorar la calidad de vida de las personas,3,Salud,1,1
6/02/2026 8:56:57,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Sector público,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Encuentro fascinantes los misterios sin resolver., Disfruto de actividades artísticas como música, teatro o literatura.",3,5,4,Aprender sobre nuevos descubrimientos científicos.,"Biología, Química, Ciencias Sociales",veterinario o ingeniero zootecnisata,yo me baso en mi mismo en mi familia y talvez en mis amigos,3,Negativo,5,Falta de motivación,Medio ambiente,4,4,Mejorar la calidad de vida de las personas,3,todas,4,1
6/02/2026 8:57:11,16,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,Sector privado,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me interesa trabajar con materiales físicos para crear arte.",4,4,5,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa.","Matemáticas, Biología, Tecnología",Desarrollador/a de software,"Yo, mi familia y consejo de profesores ",5,Positivo,5,Dificultad en las materias,Salud y tecnologia ,5,5,Innovar y crear nuevas tecnologías,5,Salud,5,4
6/02/2026 8:57:14,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Negocio propio,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando y aprendiendo sobre seres vivos.",3,3,3,Analizar datos para encontrar patrones y conclusiones.,Ciencias Sociales,leyes,Nadie en particular,2,Neutro,3,Dificultad en las materias,judicial,2,3,Mejorar la calidad de vida de las personas,4,Salud,4,4
6/02/2026 8:57:16,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Universidad,Negocio propio,Prefiero no contestar,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto de actividades artísticas como música, teatro o literatura.",4,3,4,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Arte, Lengua y literatura",Investigador/a científico/a,Nadie en particular,3,Positivo,5,"Dificultad en las materias, Falta de motivación",investigación ,4,4,No estoy seguro(a),4,Salud,3,2
6/02/2026 8:57:20,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Universidad,Sector público,Prefiero no contestar,"Disfruto explorando y aprendiendo sobre seres vivos., Disfruto explorando temas de ciencia ficción., Me gusta leer novelas de detectives., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,4,3,"Aprender sobre nuevos descubrimientos científicos., Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Biología, Tecnología, Arte",Artista digital,Familia,3,Positivo,3,Dificultad en las materias,Salud,4,3,Mejorar la calidad de vida de las personas,4,Salud,4,3
6/02/2026 8:57:55,16,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Negocio propio,Más de $3000,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,4,3,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa.","Biología, Arte, Lengua y literatura",Investigador/a científico/a,Nadie en particular,4,Positivo,4,Ninguno,Psicologia,3,5,Contribuir a la sostenibilidad,5,Medio ambiente,4,2
6/02/2026 9:04:29,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Postgrado,Sector público,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción.",4,4,4,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química, Tecnología",Desarrollador/a de software,Nadie en particular,4,Muy positivo,4,Falta de recursos educativos,Tecnología,5,4,Innovar y crear nuevas tecnologías,4,Salud,4,2
6/02/2026 9:04:34,17,Masculino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,"Español, Inglés",Postgrado,Sector público,$2000 - $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones.",4,4,4,Resolver problemas usando herramientas y software tecnológico.,"Matemáticas, Biología, Física, Química",Desarrollador/a de software,por mis gustos,4,Positivo,4,"Falta de apoyo familiar, Dificultad en las materias",Salud,4,4,Mejorar la calidad de vida de las personas,4,Salud,4,1
6/02/2026 9:05:01,17,Femenino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,Español,Universidad,Negocio propio,Menos de $500,"Disfruto arreglando o construyendo cosas físicas., Encuentro fascinantes los misterios sin resolver.",2,3,1,"Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Arte",Artista digital,Familia,2,Neutro,1,Dificultad en las materias,Salud,3,5,Mejorar la calidad de vida de las personas,5,Salud,2,1
